stationid,observationdate,rainfall,rain_unit,temperature,temperature_unit,temp_category,is_hot,is_cold
S064,2023-10-20,8.232391286403967,inch,10.922007782427915,C,Cool,False,False
S112,2023-02-17,36.293008598910006,,30.14695402306955,c,Hot,True,False
S239,2023-04-05,11.268165513651851,MM,33.15125442776272,c,Hot,True,False
S205,2023-03-20,43.382542127814446,,18.02535249347015, celsius ,Warm,False,False
S068,2023-03-04,32.4023811559356,,24.09978788199089, celsius ,Warm,False,False
S343,2023-08-16,43.04834470726221,,23.9874365384183,Celsius,Warm,False,False
S390,2023-07-25,25.017780195064503,inch,11.317304824598349, celsius ,Cool,False,False
S024,2023-09-10,23.35045171548018,inch,19.10404311097877,C,Warm,False,False
S111,2023-08-06,37.51862143257338,inch,42.27882241516695,Celsius,Hot,True,False
S380,2023-12-16,3.703940703211861,MM,16.69457751288189,Celsius,Warm,False,False
S271,2023-08-12,38.639463319211714,MM,44.623056278657735,C,Hot,True,False
S339,2023-09-20,25.017780195064503,MM,26.87102591963368,c,Hot,True,False
S215,2023-05-15,32.16803888806299,,13.249042024666895,c,Cool,False,False
S067,2023-07-31,26.077908099097307,MM,44.085045758664336,C,Hot,True,False
S229,2023-10-24,10.11803771735525, INCH,24.34542922100909, celsius ,Warm,False,False
S122,2023-10-01,35.83033109094028, INCH,42.49203308913988, celsius ,Hot,True,False
S231,2023-12-31,22.46012363081965,MM,43.91203303700892,C,Hot,True,False
S111,2023-10-11,25.017780195064503,,14.703915422976824, celsius ,Cool,False,False
S145,2023-08-13,25.017780195064503,MM,37.5586842223004,C,Hot,True,False
S221,2023-05-31,12.89116098094162,,17.797992466392984, celsius ,Warm,False,False
S392,2023-08-17,27.009124052045877, INCH,26.254264371778387, celsius ,Hot,True,False
S354,2023-05-31,23.05894655611247, INCH,33.24656102720981,C,Hot,True,False
S236,2023-03-20,27.243593079911022,inch,19.00541905324751,C,Warm,False,False
S013,2023-07-03,36.66504988256618,MM,21.92373730972455,c,Warm,False,False
S151,2023-06-23,0.9312830039868492,,14.431468766504889, celsius ,Cool,False,False
S086,2023-04-06,39.19689075079756,mm,42.53616758662439,Celsius,Hot,True,False
S182,2023-12-21,38.21140767863223,inch,43.86243381781496, celsius ,Hot,True,False
S367,2023-10-03,24.89618722397012,inch,20.013244933368554,Celsius,Warm,False,False
S329,2023-01-16,44.3303613773294,inch,17.60408474993782,c,Warm,False,False
S203,2023-05-25,31.902062095689605, INCH,32.44615619860645,C,Hot,True,False
S229,2023-08-25,5.509203268999202,MM,12.82246044676014,Celsius,Cool,False,False
S263,2023-07-28,7.006082373614459,,31.29758627244305, celsius ,Hot,True,False
S072,2023-10-11,25.017780195064503,inch,27.89273746068333,c,Hot,True,False
S385,2023-08-12,25.017780195064503,MM,24.08639254347956,C,Warm,False,False
S046,2023-12-17,1.0009212767955744,inch,15.792350859217578,c,Warm,False,False
S001,2023-10-16,41.22872120802781,mm,43.01818164263151,C,Hot,True,False
S219,2023-05-29,31.5415355467476,mm,30.765491077239695,c,Hot,True,False
S102,2023-10-26,43.61893253191448, INCH,16.755451436744444, celsius ,Warm,False,False
S204,2023-11-14,28.02968185026421,MM,17.681265443508913,Celsius,Warm,False,False
S202,2023-08-28,11.982250072885511,MM,14.089524391181842,C,Cool,False,False
S280,2023-01-21,42.88384547392625, INCH,23.41441867345808, celsius ,Warm,False,False
S016,2023-07-05,25.017780195064503,mm,41.90855998550603,Celsius,Hot,True,False
S013,2023-03-20,25.017780195064503,inch,27.3308940444087,Celsius,Hot,True,False
S356,2023-01-28,49.14305269650635,,33.99995353267896,Celsius,Hot,True,False
S318,2023-01-20,37.17730617529899,inch,28.58215728383923,c,Hot,True,False
S067,2023-09-09,42.78916977542952,,32.61017702614927,c,Hot,True,False
S347,2023-09-07,44.173465663280034,MM,20.570293196234115,Celsius,Warm,False,False
S211,2023-10-01,12.727792058039094, INCH,40.79450354691694,c,Hot,True,False
S214,2023-07-24,39.59906702213559,MM,38.9404736332278,c,Hot,True,False
S185,2023-05-06,8.267979597144326,mm,42.3965149974845,C,Hot,True,False
S143,2023-02-12,25.017780195064503,mm,32.364905914279646, celsius ,Hot,True,False
S228,2023-06-17,41.70748818469334,inch,42.29669077506275,c,Hot,True,False
S161,2023-12-17,25.017780195064503, INCH,33.0861218692994,Celsius,Hot,True,False
S056,2023-03-21,42.98786966705801,mm,17.05406559381699,Celsius,Warm,False,False
S146,2023-01-01,14.581381025306362,,14.43070836816626, celsius ,Cool,False,False
S262,2023-04-05,20.71455065145761, INCH,10.039127428541647,C,Cool,False,False
S239,2023-01-26,25.017780195064503, INCH,24.76740666096547,C,Warm,False,False
S235,2023-03-16,11.3375475081056,MM,21.80138680531797, celsius ,Warm,False,False
S325,2023-01-24,37.1843581334175,mm,39.52236613116124, celsius ,Hot,True,False
S069,2023-09-01,25.017780195064503,MM,41.6580782959834,C,Hot,True,False
S074,2023-01-27,28.233954713046288,inch,32.77995566352534, celsius ,Hot,True,False
S102,2023-03-17,34.55472239749719,mm,29.36063882287889,Celsius,Hot,True,False
S233,2023-10-08,16.950237169516175, INCH,44.371258428038495,c,Hot,True,False
S311,2023-06-05,48.85319785706096,inch,25.824168225478743,c,Hot,True,False
S227,2023-04-05,25.032215953892123,inch,43.46070784895231,c,Hot,True,False
S387,2023-06-08,19.00428443120407,,30.7558407658541, celsius ,Hot,True,False
S086,2023-10-14,45.86796492863356,inch,43.45944814802851,Celsius,Hot,True,False
S217,2023-05-10,7.352353886431507,MM,11.08082053501198,C,Cool,False,False
S359,2023-01-17,17.732704509190135, INCH,20.842715287267616,c,Warm,False,False
S257,2023-03-10,5.581988410866224, INCH,34.55186791612366,C,Hot,True,False
S135,2023-09-16,25.017780195064503,mm,28.499137525773687,Celsius,Hot,True,False
S390,2023-01-19,22.582723090186917,,41.53124679281294,C,Hot,True,False
S055,2023-11-05,43.20450856113951,mm,11.87616461449813, celsius ,Cool,False,False
S356,2023-11-22,29.71676320530109,mm,24.13696190459188,C,Warm,False,False
S021,2023-10-20,15.4359908067974,mm,17.556246917368163,Celsius,Warm,False,False
S307,2023-11-08,29.67569972595257,inch,10.43955225955516,C,Cool,False,False
S068,2023-12-10,25.017780195064503,inch,33.28728402304052,C,Hot,True,False
S107,2023-02-17,25.017780195064503,mm,26.28428944898661, celsius ,Hot,True,False
S400,2023-11-07,21.877167689630223,inch,42.825213910157565,Celsius,Hot,True,False
S067,2023-08-10,0.536558932564235,inch,16.123534586632026,C,Warm,False,False
S199,2023-07-09,45.20626347086292,mm,32.55521546008541,C,Hot,True,False
S002,2023-06-07,20.049843748272604,,39.208388458869344,c,Hot,True,False
S358,2023-07-20,34.39299787549944,MM,29.062682038574746,C,Hot,True,False
S115,2023-04-20,21.986108888335306,,10.074802467791898, celsius ,Cool,False,False
S391,2023-05-04,25.017780195064503,,31.59373809847058,c,Hot,True,False
S088,2023-01-10,21.58140826098982,MM,13.909797234357956, celsius ,Cool,False,False
S197,2023-04-10,10.260774612835894, INCH,27.796583606403573,Celsius,Hot,True,False
S274,2023-04-24,30.20960069209523,mm,12.239191961051322,Celsius,Cool,False,False
S073,2023-07-16,6.856095372236043,MM,41.82754612769795,Celsius,Hot,True,False
S309,2023-05-17,9.43710409956277,MM,40.492681227522056, celsius ,Hot,True,False
S044,2023-04-29,31.05923361033932,mm,11.640464755613376,c,Cool,False,False
S336,2023-12-04,49.283713878224,MM,16.35122339208943, celsius ,Warm,False,False
S146,2023-12-19,46.48891705763264, INCH,29.21224488244609,Celsius,Hot,True,False
S233,2023-07-11,10.331732253866072,MM,44.16613643878788,c,Hot,True,False
S041,2023-07-10,5.920773848974742, INCH,18.59528030127811,c,Warm,False,False
S368,2023-03-12,42.60837388185518,MM,27.416753873912107,Celsius,Hot,True,False
S350,2023-01-31,29.62539188140727,,15.50141808580482,c,Warm,False,False
S176,2023-12-08,8.26608422207335,mm,34.229827479399106,Celsius,Hot,True,False
S228,2023-06-28,19.893397349677077,inch,12.990781707965656,C,Cool,False,False
S323,2023-07-02,29.11781326685133, INCH,12.712919585933786,C,Cool,False,False
S367,2023-04-16,24.544798857359464,mm,23.44715246208417, celsius ,Warm,False,False
S118,2023-03-01,48.63296902371256, INCH,15.790743806087868,C,Warm,False,False
S254,2023-07-15,39.935847159713134,MM,35.162614314741894,Celsius,Hot,True,False
S213,2023-04-23,35.67550097385853,mm,23.75563199568218,c,Warm,False,False
S061,2023-06-04,22.17680966123629,inch,41.64469822998788,C,Hot,True,False
S088,2023-10-04,19.704097209406463,mm,42.992402682572624, celsius ,Hot,True,False
S347,2023-08-27,25.017780195064503, INCH,24.69501333067786, celsius ,Warm,False,False
S032,2023-01-09,46.54507756982776,mm,44.42669445784263, celsius ,Hot,True,False
S396,2023-07-19,5.8960197711524165,MM,14.033187069092625,Celsius,Cool,False,False
S199,2023-07-10,3.509085684425461,inch,30.422203838924087,C,Hot,True,False
S256,2023-12-11,25.017780195064503, INCH,10.72655852861605,c,Cool,False,False
S231,2023-05-17,28.42749807808374,,27.391511005856653,Celsius,Hot,True,False
S035,2023-06-02,3.704906953875698,MM,21.36219831403774,C,Warm,False,False
S026,2023-02-01,34.94036888091759,mm,21.07121649612889,C,Warm,False,False
S023,2023-07-21,14.644449572700768,,44.56363173093602,Celsius,Hot,True,False
S139,2023-05-17,27.77244549250801,mm,38.69182144318748,c,Hot,True,False
S374,2023-11-18,38.0324503841485,inch,36.22708518674008,c,Hot,True,False
S209,2023-02-03,35.317145793075504,MM,33.17419903472266,C,Hot,True,False
S323,2023-01-25,13.379618782555193,MM,36.40296499802112,C,Hot,True,False
S364,2023-01-07,25.524573528242517,MM,44.8141916607198,c,Hot,True,False
S086,2023-06-05,7.251857389652655,MM,24.46610746344378, celsius ,Warm,False,False
S093,2023-04-23,48.64709604230088,mm,11.001135968300511,C,Cool,False,False
S325,2023-09-10,8.287187680132318, INCH,37.06749967425801,C,Hot,True,False
S213,2023-11-24,38.98713099169425,inch,28.6364179027572,C,Hot,True,False
S010,2023-09-28,24.124494170628623, INCH,11.727229991638469, celsius ,Cool,False,False
S203,2023-03-25,44.21692443052037, INCH,13.62216480470688, celsius ,Cool,False,False
S058,2023-03-12,17.140535243860523,MM,36.29907494251791, celsius ,Hot,True,False
S256,2023-02-21,37.24284506477772,,42.1805142490596,Celsius,Hot,True,False
S369,2023-12-21,23.39384201287777,inch,25.87745525592489,c,Hot,True,False
S362,2023-04-30,40.919897522859536,,44.55037988104022,C,Hot,True,False
S359,2023-12-17,0.7808908164664119,mm,26.55959265216423,C,Hot,True,False
S200,2023-06-24,44.692946534008016, INCH,34.16833522230779, celsius ,Hot,True,False
S183,2023-03-16,18.74255073461016,,15.377252446189248, celsius ,Warm,False,False
S353,2023-07-05,15.641680081464404,,15.476213745579503,Celsius,Warm,False,False
S136,2023-08-17,29.82690277078699, INCH,42.90341133711167,Celsius,Hot,True,False
S398,2023-03-10,3.5614140185400824,inch,31.44397918296778,c,Hot,True,False
S226,2023-05-11,43.77851628384438,inch,32.373642976343035,C,Hot,True,False
S392,2023-02-01,31.016643852992782,,16.824617196434396,C,Warm,False,False
S054,2023-05-09,15.13510315559915,,40.231629461734045,c,Hot,True,False
S224,2023-02-22,10.17075446926022,MM,28.651148149762065,C,Hot,True,False
S075,2023-08-05,3.2881556825612117, INCH,23.864055465279737,c,Warm,False,False
S014,2023-09-05,19.458505779878543,MM,32.94835998044208,c,Hot,True,False
S189,2023-03-24,2.9735705674150403,mm,33.94435202251118,c,Hot,True,False
S239,2023-08-04,31.61408516131422,,34.74829130247713,c,Hot,True,False
S304,2023-01-28,0.1084003047677417,mm,11.031595997110651,C,Cool,False,False
S392,2023-03-27,18.968113771106264,MM,17.727665439884575,c,Warm,False,False
S184,2023-12-27,18.0809386134952, INCH,15.818884030715257,C,Warm,False,False
S012,2023-03-05,5.478025376448359, INCH,10.8297646954063,C,Cool,False,False
S170,2023-07-22,49.11618871235467,mm,25.45364830996084,C,Hot,True,False
S253,2023-01-05,19.41697908433571,,21.565184250157625,Celsius,Warm,False,False
S297,2023-10-03,18.070702262934716,,39.50160835443173,Celsius,Hot,True,False
S142,2023-02-24,17.33244615475819,MM,18.37726669585031, celsius ,Warm,False,False
S225,2023-12-03,27.303523020956472,,42.83971127055952,C,Hot,True,False
S221,2023-03-12,2.6516112606882523,mm,11.689734534553777,c,Cool,False,False
S053,2023-09-17,28.62131512970794,MM,34.2155309128644,c,Hot,True,False
S365,2023-03-27,21.05772803003835,mm,24.85518328669217,C,Warm,False,False
S159,2023-09-06,27.269682505966784,mm,43.91600201180973,Celsius,Hot,True,False
S077,2023-04-11,29.68856234257228,inch,36.9823258903192,c,Hot,True,False
S045,2023-10-25,36.35652772279012,,16.232622139635794, celsius ,Warm,False,False
S018,2023-10-08,25.0003633472058,MM,27.12943601765246,Celsius,Hot,True,False
S083,2023-07-25,29.92566915135989,inch,14.659032382840696,C,Cool,False,False
S281,2023-10-05,15.276601690926968,,21.775179583399066,c,Warm,False,False
S243,2023-09-22,28.98197757991517,MM,19.72059584598759,C,Warm,False,False
S324,2023-11-16,43.64040183442955,mm,22.478672202333826,C,Warm,False,False
S039,2023-08-20,48.53057483511086, INCH,10.773320564359688,Celsius,Cool,False,False
S319,2023-02-21,42.37644875582184, INCH,13.807167239607285,c,Cool,False,False
S391,2023-05-12,41.79154756541356,inch,40.288800794757,C,Hot,True,False
S122,2023-10-16,37.20601498040273, INCH,12.461159005278262,C,Cool,False,False
S186,2023-08-02,27.905223215349277,,38.8565511550194,C,Hot,True,False
S315,2023-03-16,20.32330456289772, INCH,17.186348649500495,C,Warm,False,False
S304,2023-04-11,21.4271727102524,MM,18.23421008630265, celsius ,Warm,False,False
S389,2023-02-23,25.245854745793867,MM,12.242323908905131,Celsius,Cool,False,False
S224,2023-01-30,16.81837734614459,,19.304062151079258,C,Warm,False,False
S025,2023-03-15,32.950287429680166,mm,23.69342170830255,c,Warm,False,False
S275,2023-09-30,27.196810777751885,MM,23.96988081533233, celsius ,Warm,False,False
S066,2023-06-28,41.06527467934196,MM,20.50536321528416,c,Warm,False,False
S080,2023-05-31,14.947074255028808,MM,41.546270710502746, celsius ,Hot,True,False
S125,2023-01-09,38.62063832207676, INCH,14.36511979334918,C,Cool,False,False
S146,2023-03-23,16.03617674464381,,14.143510464871106,c,Cool,False,False
S383,2023-07-15,46.74119304582662,,27.45682120714105,Celsius,Hot,True,False
S382,2023-06-29,10.804479021049396,mm,26.267958594000905,Celsius,Hot,True,False
S124,2023-08-21,38.6868128722855,mm,12.606222221220673,C,Cool,False,False
S267,2023-07-10,6.070767634726399,mm,28.82663546290558,C,Hot,True,False
S278,2023-08-15,7.040053819403392,inch,32.55228673713259, celsius ,Hot,True,False
S381,2023-01-18,30.24897825255493,mm,24.99983503028997,Celsius,Warm,False,False
S089,2023-02-16,9.000640701354373,inch,14.679496302807944, celsius ,Cool,False,False
S384,2023-11-28,9.716511977036312,inch,39.88951737910737,C,Hot,True,False
S301,2023-10-16,45.31182763270354,inch,35.515099512055144,C,Hot,True,False
S087,2023-08-08,46.26362601144153,,36.659451602084985,c,Hot,True,False
S182,2023-10-09,1.272812190038075,MM,30.542163453165948, celsius ,Hot,True,False
S159,2023-06-03,25.253432958034605, INCH,28.39566190502245,c,Hot,True,False
S285,2023-05-09,0.6148981186876068, INCH,38.611760735588106,Celsius,Hot,True,False
S164,2023-02-19,26.67182647484144,,14.54652456652886, celsius ,Cool,False,False
S361,2023-12-03,25.017780195064503, INCH,44.90167008904051,C,Hot,True,False
S073,2023-08-16,34.015787138432785,inch,15.970715321275264,C,Warm,False,False
S089,2023-03-29,8.278953911744985,,38.12064085657232,c,Hot,True,False
S221,2023-12-26,17.008813164475356,MM,43.43322552110007, celsius ,Hot,True,False
S139,2023-05-31,5.68634486292599, INCH,32.67488184228931, celsius ,Hot,True,False
S395,2023-09-03,22.775707105098697,MM,43.57234514234363,Celsius,Hot,True,False
S053,2023-04-05,47.30255861912037, INCH,27.88665516607518,c,Hot,True,False
S223,2023-07-13,1.2516841233565223,,44.16150327983572,C,Hot,True,False
S266,2023-01-05,12.273801691844575,MM,14.557096046654005, celsius ,Cool,False,False
S044,2023-12-24,12.360343629008774,inch,23.36675014278231,Celsius,Warm,False,False
S335,2023-08-29,31.365087697357573,mm,18.770998657486757,c,Warm,False,False
S090,2023-10-28,12.48275850359986,,34.985585254038426, celsius ,Hot,True,False
S340,2023-06-29,25.017780195064503,MM,33.831336665244685,C,Hot,True,False
S376,2023-11-24,5.162240505215593,inch,26.127617281971183,C,Hot,True,False
S214,2023-05-21,25.017780195064503,,17.212532690164533,Celsius,Warm,False,False
S291,2023-09-28,22.65568763782529,mm,12.415256269043525,Celsius,Cool,False,False
S352,2023-04-07,25.017780195064503,mm,24.979790638578077,c,Warm,False,False
S375,2023-07-22,31.14005367214177,MM,10.15638383591311, celsius ,Cool,False,False
S053,2023-07-25,26.4752949195795,inch,16.418411975642375,c,Warm,False,False
S371,2023-06-20,15.51511922403988,MM,25.08558477240983,Celsius,Hot,True,False
S232,2023-12-06,12.259379424004324,,39.52182819862794,Celsius,Hot,True,False
S122,2023-05-04,8.568614632183275,mm,18.013999796688793,c,Warm,False,False
S333,2023-08-06,0.8508863908808562, INCH,13.555615275059449,C,Cool,False,False
S070,2023-12-26,26.431459266438544, INCH,18.951236522542278,C,Warm,False,False
S016,2023-09-30,29.362282053455324,MM,30.71615769383409,c,Hot,True,False
S289,2023-09-30,10.37944188399574,MM,13.069621133095684,C,Cool,False,False
S015,2023-04-28,41.90303928692894,MM,22.13553779919672,Celsius,Warm,False,False
S270,2023-04-05,13.549830828850409, INCH,29.92059506314736,Celsius,Hot,True,False
S167,2023-08-06,18.895860803439064, INCH,30.54485781717932,c,Hot,True,False
S261,2023-10-26,31.43076044372308,MM,42.19348203203171, celsius ,Hot,True,False
S240,2023-04-11,13.03748968955192,MM,23.88297407305305,c,Warm,False,False
S016,2023-12-24,13.719031348853704,MM,34.93807042117573,c,Hot,True,False
S215,2023-01-15,47.58653323692364,MM,14.053965799691207, celsius ,Cool,False,False
S093,2023-12-06,48.09999180817719,mm,39.43985947002013,Celsius,Hot,True,False
S354,2023-08-24,40.13005028501295,MM,22.21929177014855,C,Warm,False,False
S354,2023-01-10,25.017780195064503,mm,39.36857096476616,c,Hot,True,False
S315,2023-03-15,27.025642019009805,mm,30.24623820983645,C,Hot,True,False
S282,2023-11-11,23.757759646078547,inch,30.024673013542355,Celsius,Hot,True,False
S259,2023-06-25,13.543667430538802,,11.46845400969264,Celsius,Cool,False,False
S047,2023-12-09,23.772810347218588,,32.30652888408937,Celsius,Hot,True,False
S062,2023-04-29,3.792507371554577,,19.919521606466688,C,Warm,False,False
S084,2023-03-24,25.017780195064503,inch,11.863795940778775, celsius ,Cool,False,False
S394,2023-04-23,41.35657416879182,,36.587904543138045, celsius ,Hot,True,False
S336,2023-01-11,44.702782051381305,MM,11.704467934658412,C,Cool,False,False
S281,2023-06-19,43.737843481053545,MM,22.107695773014346,c,Warm,False,False
S044,2023-01-07,27.05964086952965,,42.66570279454142,c,Hot,True,False
S342,2023-02-07,30.226096693287293,mm,33.52581972616743,c,Hot,True,False
S156,2023-12-05,35.783578275718455, INCH,33.77013606541618,C,Hot,True,False
S275,2023-07-01,25.33903514695965,,36.98693866763767,Celsius,Hot,True,False
S358,2023-09-27,25.017780195064503,,25.03393838566906,c,Hot,True,False
S079,2023-03-08,19.13091228134241,inch,34.4691785107937,c,Hot,True,False
S139,2023-12-04,13.110170280915307,inch,25.63195720277617,c,Hot,True,False
S152,2023-02-07,19.182184908227423,MM,41.12294001926066,C,Hot,True,False
S162,2023-04-12,23.577092971222218,mm,12.50467710169704,C,Cool,False,False
S351,2023-03-06,20.943852489302877,inch,41.39232809063807,c,Hot,True,False
S107,2023-04-11,28.616053161850814, INCH,33.12994017677967,C,Hot,True,False
S289,2023-06-19,22.384578657247488,,17.585911486225914,C,Warm,False,False
S186,2023-10-03,39.410376782881386,mm,23.190846295057145, celsius ,Warm,False,False
S129,2023-08-19,20.386860111577747,MM,26.54049231814397,C,Hot,True,False
S318,2023-04-17,6.978225859496123,MM,16.96237306014678,Celsius,Warm,False,False
S087,2023-06-15,46.865701872169744,MM,39.97579350303633,c,Hot,True,False
S329,2023-03-11,42.3486017699856,inch,21.779007498714208,Celsius,Warm,False,False
S277,2023-04-01,43.766517695016496,inch,36.6703678580896,c,Hot,True,False
S278,2023-11-26,7.159633953408995,MM,32.77207876203525, celsius ,Hot,True,False
S004,2023-09-05,23.29908540644517,mm,21.1595335552747,Celsius,Warm,False,False
S065,2023-02-12,5.002782536099165,MM,32.79512667911313,C,Hot,True,False
S063,2023-12-12,49.187966853342886,mm,32.01377124809761,Celsius,Hot,True,False
S143,2023-06-12,21.163593434793608,inch,18.006621055048292,C,Warm,False,False
S285,2023-06-02,45.53264481913072,mm,19.64062323146985,Celsius,Warm,False,False
S174,2023-11-16,33.38715796849036,mm,35.61732748981768,C,Hot,True,False
S325,2023-01-22,17.888122346827455,inch,28.67671923038745,C,Hot,True,False
S217,2023-01-07,21.95956038859576,mm,16.335412314820335,Celsius,Warm,False,False
S297,2023-05-18,24.96422385803749,,10.92482919036424,Celsius,Cool,False,False
S226,2023-08-21,3.4886330481189773, INCH,42.40492289969445,C,Hot,True,False
S048,2023-05-08,33.215848829137826, INCH,14.46148045889505, celsius ,Cool,False,False
S386,2023-01-09,25.017780195064503,mm,21.24057803466576,C,Warm,False,False
S208,2023-02-27,2.573686609534781, INCH,30.75023862923285, celsius ,Hot,True,False
S225,2023-04-28,38.79626489646999,inch,35.83356089124913,c,Hot,True,False
S111,2023-01-10,30.732343125038707, INCH,30.36112299869985,C,Hot,True,False
S363,2023-01-19,43.63620976708638,inch,27.22740449008092,c,Hot,True,False
S132,2023-05-01,4.640811495565794,mm,30.023493964668823,c,Hot,True,False
S324,2023-06-13,35.65788807173912,inch,13.832496832472472,Celsius,Cool,False,False
S089,2023-09-16,20.553935494180912,MM,11.475081478031868,Celsius,Cool,False,False
S007,2023-06-28,15.747844132530275,MM,18.27242509701048,C,Warm,False,False
S036,2023-02-08,29.961287185802828,mm,41.2916203302274, celsius ,Hot,True,False
S266,2023-01-13,46.23975937780899,,21.55621817522755,c,Warm,False,False
S241,2023-09-19,32.91252083092103,inch,34.11988495191365, celsius ,Hot,True,False
S220,2023-08-09,1.299142722615687, INCH,26.437062414437325,Celsius,Hot,True,False
S140,2023-09-14,25.545515840644644,,38.49595318849343,Celsius,Hot,True,False
S169,2023-05-30,27.5025680633319,mm,11.96217564034763,C,Cool,False,False
S191,2023-06-29,8.288193693373824, INCH,19.395519502356343,c,Warm,False,False
S025,2023-02-18,34.8336272967524, INCH,16.478290433086052,Celsius,Warm,False,False
S033,2023-03-03,5.7005161193959655,MM,34.57489731524265,C,Hot,True,False
S400,2023-10-21,26.370615897881656,inch,34.27730616138135,Celsius,Hot,True,False
S168,2023-01-22,35.74969151641651,MM,22.992897861509384, celsius ,Warm,False,False
S163,2023-07-04,19.652371757935548,MM,12.149548323315528,C,Cool,False,False
S248,2023-09-18,31.164810727578057,MM,36.28114206487025, celsius ,Hot,True,False
S199,2023-02-09,47.099530137645104, INCH,17.84508257676177,Celsius,Warm,False,False
S042,2023-02-22,34.67973743209939,,28.439941660312027,Celsius,Hot,True,False
S147,2023-05-15,21.88432081172273,,35.56958782262753,Celsius,Hot,True,False
S066,2023-02-01,10.231577423038772,inch,16.440265438136958, celsius ,Warm,False,False
S193,2023-02-26,21.194145412502323, INCH,43.56454847746293, celsius ,Hot,True,False
S038,2023-10-30,39.01587095434124, INCH,25.56224358439166,C,Hot,True,False
S326,2023-12-17,20.585556762962952, INCH,25.220443940771126,C,Hot,True,False
S366,2023-10-03,25.0084891005087,mm,20.898129559936,c,Warm,False,False
S252,2023-04-11,40.75978482135552,,39.378821451667,C,Hot,True,False
S385,2023-08-03,16.248085185521184,mm,33.896636207422105, celsius ,Hot,True,False
S259,2023-08-17,25.017780195064503,MM,20.87207142073535, celsius ,Warm,False,False
S034,2023-06-28,23.93300163576328, INCH,18.273331658607056,c,Warm,False,False
S326,2023-05-29,39.465410305917615,MM,43.12014878165746,C,Hot,True,False
S325,2023-02-09,3.7111571124119935,MM,23.869672859169597,C,Warm,False,False
S238,2023-11-21,39.115851735953726,MM,31.618127100573137,Celsius,Hot,True,False
S227,2023-05-26,14.967885625282374,MM,20.10476349370792, celsius ,Warm,False,False
S304,2023-08-15,39.325965054928105, INCH,18.000333712147018,C,Warm,False,False
S335,2023-04-05,16.53808685073082,MM,18.476913881340806,c,Warm,False,False
S117,2023-05-27,20.37248699624728,inch,38.36036574929366,C,Hot,True,False
S400,2023-07-01,31.57482287991694,,22.42241942341241, celsius ,Warm,False,False
S323,2023-08-18,28.36785213567181, INCH,17.174855174996907,C,Warm,False,False
S075,2023-08-03,46.832204885452825,,24.831606746867397,Celsius,Warm,False,False
S377,2023-05-18,29.320767968238176,mm,22.13431168525633,c,Warm,False,False
S009,2023-02-05,17.978916788468265,inch,41.410296012925386,c,Hot,True,False
S390,2023-05-08,5.726296360637667, INCH,39.691681016085454,Celsius,Hot,True,False
S305,2023-05-21,19.617887722566067,,10.62473118726968,Celsius,Cool,False,False
S091,2023-09-27,22.35341695495101,inch,23.261827141153244, celsius ,Warm,False,False
S381,2023-11-30,26.94707320024428,mm,16.21033327573959, celsius ,Warm,False,False
S150,2023-06-06,2.312352039164134,inch,24.00353100928671,C,Warm,False,False
S360,2023-02-27,39.98585476320372, INCH,11.6021117816991,c,Cool,False,False
S176,2023-12-07,46.73601314133652,MM,43.01928255627255,Celsius,Hot,True,False
S157,2023-04-04,5.701333225843835, INCH,13.71773632050792, celsius ,Cool,False,False
S053,2023-07-27,46.160575428087625,inch,29.36912464116296,Celsius,Hot,True,False
S296,2023-01-15,18.083281579417925,inch,18.09404544004232,c,Warm,False,False
S202,2023-04-29,38.77016361485808, INCH,17.065126099088072,c,Warm,False,False
S244,2023-06-20,35.60026052804678,inch,39.37518365623474,C,Hot,True,False
S269,2023-01-04,25.017780195064503,,10.329170361949007,C,Cool,False,False
S096,2023-05-09,15.21421415228863,inch,34.60094475312093, celsius ,Hot,True,False
S173,2023-05-12,40.384413438776704,MM,41.54784372256456, celsius ,Hot,True,False
S155,2023-09-05,2.593750330107203,inch,16.68347699559012,C,Warm,False,False
S289,2023-01-07,47.36212290309882,MM,40.913112535052704, celsius ,Hot,True,False
S258,2023-07-08,35.31375172886043,inch,32.563513930743014,Celsius,Hot,True,False
S231,2023-10-05,25.017780195064503,mm,44.26596107959555,C,Hot,True,False
S247,2023-07-07,34.07479916881195, INCH,41.36743982320343, celsius ,Hot,True,False
S391,2023-07-27,34.269583602565255,mm,17.560382433997272,C,Warm,False,False
S143,2023-07-28,25.017780195064503,inch,18.093274552583765,c,Warm,False,False
S282,2023-03-31,25.017780195064503,inch,29.615906897728134,Celsius,Hot,True,False
S395,2023-03-15,33.69404341428901,mm,11.69612096252956,c,Cool,False,False
S135,2023-08-02,19.274176857898627, INCH,42.121849298842335, celsius ,Hot,True,False
S202,2023-08-08,12.825462835855287,mm,41.9287900017516, celsius ,Hot,True,False
S158,2023-04-11,25.603020705564425,inch,40.20751071829214,c,Hot,True,False
S094,2023-01-21,38.58745988856528,mm,13.02988523846218, celsius ,Cool,False,False
S399,2023-07-07,19.23869748230474, INCH,13.992128353833373, celsius ,Cool,False,False
S036,2023-05-13,25.017780195064503,MM,22.83696937517157, celsius ,Warm,False,False
S006,2023-06-12,42.07375330618378,,31.49906323493237,C,Hot,True,False
S377,2023-03-31,25.017780195064503,,34.48920425103108,Celsius,Hot,True,False
